number,bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag,note,dateentered
1458,1463-98,9/17/2022,TurnerTrilogy,chl a,sample,1463-98,4.64,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1459,1464-98,9/17/2022,TurnerTrilogy,chl a,sample,1464-98,9.67,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1460,1465-98,9/17/2022,TurnerTrilogy,chl a,sample,1465-98,9.97,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1461,1466-98,9/17/2022,TurnerTrilogy,chl a,sample,1466-98,9.82,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1462,1467-98,9/17/2022,TurnerTrilogy,chl a,sample,1467-98,10.17,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1463,1468-98,9/17/2022,TurnerTrilogy,chl a,sample,1468-98,6.7,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1464,1469-98,9/17/2022,TurnerTrilogy,chl a,sample,1469-98,11.24,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1465,1470-98,9/17/2022,TurnerTrilogy,chl a,sample,1470-98,12.46,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1466,1471-98,9/17/2022,TurnerTrilogy,chl a,sample,1471-98,10.37,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1467,1472-98,9/17/2022,TurnerTrilogy,chl a,sample,1472-98,6.21,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1468,1473-98,9/17/2022,TurnerTrilogy,chl a,sample,1473-98,8.99,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1469,1474-98,9/17/2022,TurnerTrilogy,chl a,sample,1474-98,7.84,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1470,1475-98,9/17/2022,TurnerTrilogy,chl a,sample,1475-98,9.17,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1471,1476-98,9/17/2022,TurnerTrilogy,chl a,sample,1476-98,4.63,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1472,1477-98,9/17/2022,TurnerTrilogy,chl a,sample,1477-98,6.37,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1473,1478-98,9/17/2022,TurnerTrilogy,chl a,sample,1478-98,5.45,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1474,1479-98,9/17/2022,TurnerTrilogy,chl a,sample,1479-98,5.97,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1475,1480-98,9/17/2022,TurnerTrilogy,chl a,sample,1480-98,5.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1476,1481-98,9/17/2022,TurnerTrilogy,chl a,sample,1481-98,6.71,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1477,1482-98,9/17/2022,TurnerTrilogy,chl a,sample,1482-98,19.23,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1478,1483-98,9/17/2022,TurnerTrilogy,chl a,sample,1483-98,10.19,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1479,1484-98,9/17/2022,TurnerTrilogy,chl a,sample,1484-98,10.78,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1480,1485-98,9/17/2022,TurnerTrilogy,chl a,sample,1485-98,49.71,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1481,1486-98,9/17/2022,TurnerTrilogy,chl a,sample,1486-98,39.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1482,1487-98,9/17/2022,TurnerTrilogy,chl a,sample,1487-98,74.31,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1483,1488-98,9/17/2022,TurnerTrilogy,chl a,sample,1488-98,54.54,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1484,1489-98,9/17/2022,TurnerTrilogy,chl a,sample,1489-98,71.78,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1485,1490-98,9/17/2022,TurnerTrilogy,chl a,sample,1490-98,50.18,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1486,1491-98,9/17/2022,TurnerTrilogy,chl a,sample,1491-98,23.17,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1487,1492-98,9/17/2022,TurnerTrilogy,chl a,sample,1492-98,12.97,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1488,1493-98,9/17/2022,TurnerTrilogy,chl a,sample,1493-98,16.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1489,1494-98,9/17/2022,TurnerTrilogy,chl a,sample,1494-98,19.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1490,1495-98,9/17/2022,TurnerTrilogy,chl a,sample,1495-98,23.91,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1491,1496-98,9/17/2022,TurnerTrilogy,chl a,sample,1496-98,19.31,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1492,1497-98,9/17/2022,TurnerTrilogy,chl a,sample,1497-98,13.27,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1493,1498-98,9/17/2022,TurnerTrilogy,chl a,sample,1498-98,8.32,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1494,1499-98,9/17/2022,TurnerTrilogy,chl a,sample,1499-98,17.46,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1495,1500-98,9/17/2022,TurnerTrilogy,chl a,sample,1500-98,9.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1496,1501-98,9/17/2022,TurnerTrilogy,chl a,sample,1501-98,26.14,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1497,1502-98,9/17/2022,TurnerTrilogy,chl a,sample,1502-98,14.64,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1498,1503-98,9/17/2022,TurnerTrilogy,chl a,sample,1503-98,13.74,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1499,1504-98,9/17/2022,TurnerTrilogy,chl a,sample,1504-98,9.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1500,1505-98,9/17/2022,TurnerTrilogy,chl a,sample,1505-98,6.58,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1501,1506-98,9/17/2022,TurnerTrilogy,chl a,sample,1506-98,64.3,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1502,1507-98,9/17/2022,TurnerTrilogy,chl a,sample,1507-98,58.01,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1503,1508-98,9/17/2022,TurnerTrilogy,chl a,sample,1508-98,40.87,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1504,1509-98,9/17/2022,TurnerTrilogy,chl a,sample,1509-98,18.39,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1505,1510-98,9/17/2022,TurnerTrilogy,chl a,sample,1510-98,5.81,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1506,1511-98,9/17/2022,TurnerTrilogy,chl a,sample,1511-98,4.65,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1507,1512-98,9/17/2022,TurnerTrilogy,chl a,sample,1512-98,20.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1508,1513-98,9/17/2022,TurnerTrilogy,chl a,sample,1513-98,25.28,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1509,1514-98,9/17/2022,TurnerTrilogy,chl a,sample,1514-98,33.19,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1510,1515-98,9/17/2022,TurnerTrilogy,chl a,sample,1515-98,47.93,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1511,1516-98,9/17/2022,TurnerTrilogy,chl a,sample,1516-98,39.79,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1512,1517-98,9/17/2022,TurnerTrilogy,chl a,sample,1517-98,98.33,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1513,1518-98,9/17/2022,TurnerTrilogy,chl a,sample,1518-98,100.8,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1514,1519-98,9/17/2022,TurnerTrilogy,chl a,sample,1519-98,107.32,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1515,1520-98,9/17/2022,TurnerTrilogy,chl a,sample,1520-98,113.54,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1516,1521-98,9/17/2022,TurnerTrilogy,chl a,sample,1521-98,121.11,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1517,1522-98,9/17/2022,TurnerTrilogy,chl a,sample,1522-98,109.63,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1518,1523-98,9/17/2022,TurnerTrilogy,chl a,sample,1523-98,117.49,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1519,1991-98,4/9/2023,TurnerTrilogy,chl a,sample,1991-98,8.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1520,1992-98,4/9/2023,TurnerTrilogy,chl a,sample,1992-98,6.78,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1521,1993-98,4/9/2023,TurnerTrilogy,chl a,sample,1993-98,6.23,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1522,1994-98,4/9/2023,TurnerTrilogy,chl a,sample,1994-98,9.16,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1523,1995-98,4/9/2023,TurnerTrilogy,chl a,sample,1995-98,8.6,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1524,1996-98,4/9/2023,TurnerTrilogy,chl a,sample,1996-98,8.73,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1525,1997-98,4/9/2023,TurnerTrilogy,chl a,sample,1997-98,11.96,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1526,1998-98,4/9/2023,TurnerTrilogy,chl a,sample,1998-98,16.16,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1527,1999-98,4/9/2023,TurnerTrilogy,chl a,sample,1999-98,18.18,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1528,2000-98,4/9/2023,TurnerTrilogy,chl a,sample,2000-98,8.62,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1529,2001-98,4/9/2023,TurnerTrilogy,chl a,sample,2001-98,8.55,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1530,2002-98,4/9/2023,TurnerTrilogy,chl a,sample,2002-98,9.15,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1531,2003-98,4/9/2023,TurnerTrilogy,chl a,sample,2003-98,13.45,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1532,2004-98,4/9/2023,TurnerTrilogy,chl a,sample,2004-98,11.72,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1533,2005-98,4/9/2023,TurnerTrilogy,chl a,sample,2005-98,14.65,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1534,2006-98,4/9/2023,TurnerTrilogy,chl a,sample,2006-98,9.6,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1535,2007-98,4/9/2023,TurnerTrilogy,chl a,sample,2007-98,9.88,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1536,2008-98,4/9/2023,TurnerTrilogy,chl a,sample,2008-98,9.43,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1537,2009-98,4/9/2023,TurnerTrilogy,chl a,sample,2009-98,12.59,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1538,2010-98,4/9/2023,TurnerTrilogy,chl a,sample,2010-98,13.31,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1539,2011-98,4/9/2023,TurnerTrilogy,chl a,sample,2011-98,12.7,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1540,1970-98,4/9/2023,TurnerTrilogy,chl a,sample,1970-98,8.67,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1541,1971-98,4/9/2023,TurnerTrilogy,chl a,sample,1971-98,7.14,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1542,1972-98,4/9/2023,TurnerTrilogy,chl a,sample,1972-98,7.52,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1543,1973-98,4/9/2023,TurnerTrilogy,chl a,sample,1973-98,5.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1544,1974-98,4/9/2023,TurnerTrilogy,chl a,sample,1974-98,7.78,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1545,1975-98,4/9/2023,TurnerTrilogy,chl a,sample,1975-98,7.72,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1546,1976-98,4/9/2023,TurnerTrilogy,chl a,sample,1976-98,26.04,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1547,1977-98,4/9/2023,TurnerTrilogy,chl a,sample,1977-98,30.82,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1548,1978-98,4/9/2023,TurnerTrilogy,chl a,sample,1978-98,15.71,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1549,1979-98,4/9/2023,TurnerTrilogy,chl a,sample,1979-98,11.57,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1550,1980-98,4/9/2023,TurnerTrilogy,chl a,sample,1980-98,11.93,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1551,1981-98,4/9/2023,TurnerTrilogy,chl a,sample,1981-98,9.41,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1552,1982-98,4/9/2023,TurnerTrilogy,chl a,sample,1982-98,24.26,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1553,1983-98,4/9/2023,TurnerTrilogy,chl a,sample,1983-98,25.27,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1554,1984-98,4/9/2023,TurnerTrilogy,chl a,sample,1984-98,23.3,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1555,1985-98,4/9/2023,TurnerTrilogy,chl a,sample,1985-98,10.77,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1556,1986-98,4/9/2023,TurnerTrilogy,chl a,sample,1986-98,9.43,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1557,1987-98,4/9/2023,TurnerTrilogy,chl a,sample,1987-98,10,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1558,1988-98,4/9/2023,TurnerTrilogy,chl a,sample,1988-98,14.46,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1559,1989-98,4/9/2023,TurnerTrilogy,chl a,sample,1989-98,15.51,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1560,1990-98,4/9/2023,TurnerTrilogy,chl a,sample,1990-98,16.32,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1561,2012-98,4/9/2023,TurnerTrilogy,chl a,sample,2012-98,25.35,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1562,2013-98,4/9/2023,TurnerTrilogy,chl a,sample,2013-98,5.37,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1563,2014-98,4/9/2023,TurnerTrilogy,chl a,sample,2014-98,5.21,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1564,2015-98,4/9/2023,TurnerTrilogy,chl a,sample,2015-98,22.31,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1565,2016-98,4/9/2023,TurnerTrilogy,chl a,sample,2016-98,12.11,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1566,2017-98,4/9/2023,TurnerTrilogy,chl a,sample,2017-98,18.73,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1567,2018-98,4/9/2023,TurnerTrilogy,chl a,sample,2018-98,11.52,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1568,2019-98,4/9/2023,TurnerTrilogy,chl a,sample,2019-98,20.39,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1569,2020-98,4/9/2023,TurnerTrilogy,chl a,sample,2020-98,30.18,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1570,2021-98,4/9/2023,TurnerTrilogy,chl a,sample,2021-98,11.72,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1571,2022-98,4/9/2023,TurnerTrilogy,chl a,sample,2022-98,9.9,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1572,2023-98,4/9/2023,TurnerTrilogy,chl a,sample,2023-98,7.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1573,2024-98,4/9/2023,TurnerTrilogy,chl a,sample,2024-98,6.33,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1574,2025-98,4/9/2023,TurnerTrilogy,chl a,sample,2025-98,6.59,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1575,2026-98,4/9/2023,TurnerTrilogy,chl a,sample,2026-98,5.99,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1576,1246-98,11/5/2022,TurnerTrilogy,chl a,sample,1246-98,115.17,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1577,1247-98,11/5/2022,TurnerTrilogy,chl a,sample,1247-98,98.24,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1578,1248-98,11/5/2022,TurnerTrilogy,chl a,sample,1248-98,64.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1579,1249-98,11/5/2022,TurnerTrilogy,chl a,sample,1249-98,110.27,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1580,1250-98,11/5/2022,TurnerTrilogy,chl a,sample,1250-98,92.93,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1581,1251-98,11/5/2022,TurnerTrilogy,chl a,sample,1251-98,111.04,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1582,1252-98,11/5/2022,TurnerTrilogy,chl a,sample,1252-98,58.2,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1583,1253-98,11/5/2022,TurnerTrilogy,chl a,sample,1253-98,62.12,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1584,1254-98,11/5/2022,TurnerTrilogy,chl a,sample,1254-98,78.81,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1585,1255-98,11/5/2022,TurnerTrilogy,chl a,sample,1255-98,37.68,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1586,1256-98,11/5/2022,TurnerTrilogy,chl a,sample,1256-98,66.7,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1587,1257-98,11/5/2022,TurnerTrilogy,chl a,sample,1257-98,52.58,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1588,1246-97,7/26/2022,Beckman Spec,pp,sample,1246-97,0.038,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1589,1247-97,7/26/2022,Beckman Spec,pp,sample,1247-97,0.05,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1590,1248-97,7/26/2022,Beckman Spec,pp,sample,1248-97,0.052,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1591,1249-97,7/26/2022,Beckman Spec,pp,sample,1249-97,0.049,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1592,1250-97,7/26/2022,Beckman Spec,pp,sample,1250-97,0.041,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1593,1251-97,7/26/2022,Beckman Spec,pp,sample,1251-97,0.055,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1594,1252-97,7/26/2022,Beckman Spec,pp,sample,1252-97,0.022,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1595,1253-97,7/26/2022,Beckman Spec,pp,sample,1253-97,0.024,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1596,1254-97,7/26/2022,Beckman Spec,pp,sample,1254-97,0.024,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1597,1255-97,7/26/2022,Beckman Spec,pp,sample,1255-97,0.025,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1598,1256-97,7/26/2022,Beckman Spec,pp,sample,1256-97,0.022,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1599,1257-97,7/26/2022,Beckman Spec,pp,sample,1257-97,0.025,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1600,1258-97,7/26/2022,Beckman Spec,pp,sample,1258-97,0.019,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1601,1259-97,7/26/2022,Beckman Spec,pp,sample,1259-97,0.02,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1602,1260-97,7/26/2022,Beckman Spec,pp,sample,1260-97,0.022,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1603,1261-97,7/26/2022,Beckman Spec,pp,sample,1261-97,0.033,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1604,1262-97,7/26/2022,Beckman Spec,pp,sample,1262-97,0.038,mgL-1,FALSE,MAB,MAB,,,4/10/2023
1605,1263-97,7/26/2022,Beckman Spec,pp,sample,1263-97,0.036,mgL-1,FALSE,MAB,MAB,,,4/10/2023
